# t [s], p1 [Pa], p2 [Pa], mobA [kg], immA [kg], dissA [kg], sealA [kg], mobB [kg], immB [kg], dissB [kg], sealB [kg], mC [m^2], sealTot [kg], boundary [kg]
2.5355e+10, 3.934e+07, 3.337e+07, 3.555e+07, 4.885e+04, 4.502e+06, 5.651e+04, 1.293e+06, 1.202e+05, 1.965e+06, 5.797e+00, nan, 1.522e+05, 6.344e+03
2.5386e+10, 3.934e+07, 3.337e+07, 3.555e+07, 4.879e+04, 4.505e+06, 5.653e+04, 1.293e+06, 1.194e+05, 1.966e+06, 5.808e+00, nan, 1.522e+05, 6.367e+03
2.5418e+10, 3.934e+07, 3.337e+07, 3.555e+07, 4.872e+04, 4.508e+06, 5.655e+04, 1.291e+06, 1.205e+05, 1.966e+06, 5.821e+00, nan, 1.523e+05, 6.390e+03
2.5450e+10, 3.934e+07, 3.337e+07, 3.555e+07, 4.865e+04, 4.511e+06, 5.657e+04, 1.291e+06, 1.197e+05, 1.966e+06, 5.834e+00, nan, 1.523e+05, 6.413e+03
2.5481e+10, 3.934e+07, 3.337e+07, 3.555e+07, 4.858e+04, 4.514e+06, 5.658e+04, 1.291e+06, 1.188e+05, 1.966e+06, 5.847e+00, nan, 1.524e+05, 6.436e+03
2.5513e+10, 3.934e+07, 3.337e+07, 3.555e+07, 4.852e+04, 4.516e+06, 5.660e+04, 1.289e+06, 1.191e+05, 1.967e+06, 5.860e+00, nan, 1.524e+05, 6.459e+03
2.5544e+10, 3.934e+07, 3.337e+07, 3.555e+07, 4.845e+04, 4.519e+06, 5.662e+04, 1.289e+06, 1.182e+05, 1.967e+06, 5.873e+00, nan, 1.525e+05, 6.481e+03
2.5576e+10, 3.934e+07, 3.337e+07, 3.554e+07, 4.838e+04, 4.522e+06, 5.664e+04, 1.289e+06, 1.174e+05, 1.967e+06, 5.887e+00, nan, 1.526e+05, 6.504e+03
2.5607e+10, 3.934e+07, 3.337e+07, 3.554e+07, 4.832e+04, 4.525e+06, 5.666e+04, 1.289e+06, 1.165e+05, 1.968e+06, 5.900e+00, nan, 1.526e+05, 6.527e+03
2.5639e+10, 3.934e+07, 3.337e+07, 3.554e+07, 4.826e+04, 4.527e+06, 5.667e+04, 1.289e+06, 1.157e+05, 1.968e+06, 5.913e+00, nan, 1.527e+05, 6.550e+03
2.5670e+10, 3.934e+07, 3.337e+07, 3.554e+07, 4.820e+04, 4.530e+06, 5.669e+04, 1.288e+06, 1.160e+05, 1.968e+06, 5.927e+00, nan, 1.527e+05, 6.573e+03
2.5702e+10, 3.934e+07, 3.337e+07, 3.554e+07, 4.813e+04, 4.533e+06, 5.671e+04, 1.286e+06, 1.170e+05, 1.969e+06, 5.940e+00, nan, 1.528e+05, 6.596e+03
2.5733e+10, 3.934e+07, 3.337e+07, 3.554e+07, 4.806e+04, 4.535e+06, 5.673e+04, 1.285e+06, 1.161e+05, 1.969e+06, 5.953e+00, nan, 1.528e+05, 6.619e+03
2.5765e+10, 3.934e+07, 3.337e+07, 3.554e+07, 4.800e+04, 4.538e+06, 5.675e+04, 1.284e+06, 1.165e+05, 1.970e+06, 5.967e+00, nan, 1.529e+05, 6.642e+03
2.5797e+10, 3.934e+07, 3.337e+07, 3.553e+07, 5.025e+04, 4.541e+06, 5.676e+04, 1.284e+06, 1.156e+05, 1.970e+06, 5.980e+00, nan, 1.529e+05, 6.665e+03
2.5828e+10, 3.934e+07, 3.337e+07, 3.553e+07, 5.017e+04, 4.544e+06, 5.678e+04, 1.282e+06, 1.167e+05, 1.970e+06, 5.994e+00, nan, 1.530e+05, 6.687e+03
2.5860e+10, 3.934e+07, 3.337e+07, 3.553e+07, 5.008e+04, 4.546e+06, 5.680e+04, 1.282e+06, 1.158e+05, 1.971e+06, 6.008e+00, nan, 1.530e+05, 6.710e+03
2.5891e+10, 3.934e+07, 3.337e+07, 3.553e+07, 4.998e+04, 4.549e+06, 5.682e+04, 1.279e+06, 1.176e+05, 1.971e+06, 6.021e+00, nan, 1.531e+05, 6.733e+03
2.5923e+10, 3.934e+07, 3.337e+07, 3.553e+07, 4.754e+04, 4.551e+06, 5.684e+04, 1.279e+06, 1.169e+05, 1.972e+06, 6.035e+00, nan, 1.531e+05, 6.756e+03
2.5954e+10, 3.934e+07, 3.337e+07, 3.553e+07, 4.718e+04, 4.554e+06, 5.685e+04, 1.279e+06, 1.162e+05, 1.972e+06, 6.049e+00, nan, 1.532e+05, 6.779e+03
2.5986e+10, 3.934e+07, 3.337e+07, 3.552e+07, 4.940e+04, 4.557e+06, 5.687e+04, 1.278e+06, 1.155e+05, 1.972e+06, 6.062e+00, nan, 1.532e+05, 6.802e+03
2.6017e+10, 3.934e+07, 3.337e+07, 3.552e+07, 4.931e+04, 4.559e+06, 5.689e+04, 1.273e+06, 1.200e+05, 1.972e+06, 6.076e+00, nan, 1.533e+05, 6.825e+03
2.6049e+10, 3.934e+07, 3.337e+07, 3.552e+07, 4.924e+04, 4.562e+06, 5.691e+04, 1.273e+06, 1.193e+05, 1.972e+06, 6.090e+00, nan, 1.533e+05, 6.848e+03
2.6080e+10, 3.934e+07, 3.337e+07, 3.552e+07, 4.916e+04, 4.564e+06, 5.693e+04, 1.273e+06, 1.187e+05, 1.973e+06, 6.104e+00, nan, 1.534e+05, 6.871e+03
2.6112e+10, 3.934e+07, 3.337e+07, 3.552e+07, 4.910e+04, 4.567e+06, 5.694e+04, 1.271e+06, 1.201e+05, 1.973e+06, 6.118e+00, nan, 1.534e+05, 6.894e+03
2.6143e+10, 3.934e+07, 3.337e+07, 3.552e+07, 4.905e+04, 4.569e+06, 5.696e+04, 1.270e+06, 1.193e+05, 1.973e+06, 6.132e+00, nan, 1.535e+05, 6.917e+03
2.6175e+10, 3.934e+07, 3.337e+07, 3.552e+07, 4.900e+04, 4.572e+06, 5.698e+04, 1.272e+06, 1.167e+05, 1.974e+06, 6.146e+00, nan, 1.535e+05, 6.940e+03
2.6206e+10, 3.934e+07, 3.337e+07, 3.551e+07, 4.895e+04, 4.574e+06, 5.700e+04, 1.272e+06, 1.160e+05, 1.974e+06, 6.160e+00, nan, 1.536e+05, 6.963e+03
2.6238e+10, 3.934e+07, 3.337e+07, 3.551e+07, 5.124e+04, 4.577e+06, 5.702e+04, 1.272e+06, 1.152e+05, 1.974e+06, 6.174e+00, nan, 1.537e+05, 6.986e+03
2.6270e+10, 3.934e+07, 3.336e+07, 3.551e+07, 5.119e+04, 4.580e+06, 5.703e+04, 1.268e+06, 1.181e+05, 1.975e+06, 6.188e+00, nan, 1.537e+05, 7.009e+03
2.6301e+10, 3.933e+07, 3.336e+07, 3.551e+07, 5.115e+04, 4.582e+06, 5.705e+04, 1.268e+06, 1.173e+05, 1.975e+06, 6.202e+00, nan, 1.538e+05, 7.032e+03
2.6333e+10, 3.933e+07, 3.336e+07, 3.551e+07, 5.111e+04, 4.585e+06, 5.707e+04, 1.266e+06, 1.185e+05, 1.975e+06, 6.216e+00, nan, 1.538e+05, 7.054e+03
2.6364e+10, 3.933e+07, 3.336e+07, 3.550e+07, 5.339e+04, 4.587e+06, 5.709e+04, 1.268e+06, 1.158e+05, 1.976e+06, 6.230e+00, nan, 1.539e+05, 7.077e+03
2.6396e+10, 3.933e+07, 3.336e+07, 3.550e+07, 5.100e+04, 4.590e+06, 5.711e+04, 1.267e+06, 1.150e+05, 1.976e+06, 6.244e+00, nan, 1.539e+05, 7.100e+03
2.6427e+10, 3.933e+07, 3.336e+07, 3.550e+07, 5.093e+04, 4.592e+06, 5.712e+04, 1.263e+06, 1.182e+05, 1.976e+06, 6.259e+00, nan, 1.540e+05, 7.123e+03
2.6459e+10, 3.933e+07, 3.336e+07, 3.550e+07, 5.090e+04, 4.595e+06, 5.714e+04, 1.265e+06, 1.156e+05, 1.977e+06, 6.273e+00, nan, 1.540e+05, 7.146e+03
2.6490e+10, 3.933e+07, 3.336e+07, 3.550e+07, 5.087e+04, 4.597e+06, 5.716e+04, 1.263e+06, 1.167e+05, 1.977e+06, 6.287e+00, nan, 1.541e+05, 7.169e+03
2.6522e+10, 3.933e+07, 3.336e+07, 3.550e+07, 5.083e+04, 4.600e+06, 5.718e+04, 1.263e+06, 1.160e+05, 1.977e+06, 6.302e+00, nan, 1.541e+05, 7.192e+03
2.6553e+10, 3.933e+07, 3.336e+07, 3.550e+07, 5.079e+04, 4.602e+06, 5.720e+04, 1.263e+06, 1.152e+05, 1.978e+06, 6.315e+00, nan, 1.542e+05, 7.215e+03
2.6585e+10, 3.933e+07, 3.336e+07, 3.549e+07, 5.074e+04, 4.605e+06, 5.721e+04, 1.263e+06, 1.144e+05, 1.978e+06, 6.326e+00, nan, 1.542e+05, 7.238e+03
2.6616e+10, 3.933e+07, 3.336e+07, 3.549e+07, 5.067e+04, 4.607e+06, 5.723e+04, 1.261e+06, 1.155e+05, 1.978e+06, 6.341e+00, nan, 1.543e+05, 7.261e+03
2.6648e+10, 3.933e+07, 3.336e+07, 3.549e+07, 5.061e+04, 4.610e+06, 5.725e+04, 1.263e+06, 1.128e+05, 1.979e+06, 6.355e+00, nan, 1.543e+05, 7.284e+03
2.6679e+10, 3.933e+07, 3.336e+07, 3.549e+07, 5.055e+04, 4.612e+06, 5.727e+04, 1.263e+06, 1.119e+05, 1.979e+06, 6.370e+00, nan, 1.544e+05, 7.307e+03
2.6711e+10, 3.933e+07, 3.336e+07, 3.549e+07, 5.049e+04, 4.615e+06, 5.729e+04, 1.263e+06, 1.111e+05, 1.980e+06, 6.384e+00, nan, 1.544e+05, 7.330e+03
2.6743e+10, 3.933e+07, 3.336e+07, 3.549e+07, 5.041e+04, 4.617e+06, 5.730e+04, 1.263e+06, 1.103e+05, 1.980e+06, 6.399e+00, nan, 1.545e+05, 7.353e+03
2.6774e+10, 3.933e+07, 3.336e+07, 3.549e+07, 5.034e+04, 4.620e+06, 5.732e+04, 1.262e+06, 1.095e+05, 1.980e+06, 6.413e+00, nan, 1.545e+05, 7.376e+03
2.6806e+10, 3.933e+07, 3.336e+07, 3.548e+07, 5.028e+04, 4.623e+06, 5.734e+04, 1.260e+06, 1.106e+05, 1.981e+06, 6.428e+00, nan, 1.546e+05, 7.399e+03
2.6837e+10, 3.933e+07, 3.336e+07, 3.548e+07, 5.024e+04, 4.625e+06, 5.736e+04, 1.260e+06, 1.098e+05, 1.981e+06, 6.442e+00, nan, 1.546e+05, 7.422e+03
2.6869e+10, 3.933e+07, 3.336e+07, 3.548e+07, 5.021e+04, 4.628e+06, 5.737e+04, 1.260e+06, 1.089e+05, 1.982e+06, 6.457e+00, nan, 1.547e+05, 7.445e+03
2.6900e+10, 3.933e+07, 3.336e+07, 3.548e+07, 4.784e+04, 4.631e+06, 5.739e+04, 1.260e+06, 1.080e+05, 1.982e+06, 6.472e+00, nan, 1.547e+05, 7.468e+03
2.6932e+10, 3.933e+07, 3.336e+07, 3.548e+07, 4.778e+04, 4.633e+06, 5.741e+04, 1.260e+06, 1.072e+05, 1.983e+06, 6.487e+00, nan, 1.548e+05, 7.491e+03
2.6963e+10, 3.933e+07, 3.336e+07, 3.548e+07, 4.773e+04, 4.636e+06, 5.743e+04, 1.256e+06, 1.101e+05, 1.983e+06, 6.502e+00, nan, 1.549e+05, 7.514e+03
2.6995e+10, 3.933e+07, 3.336e+07, 3.548e+07, 5.003e+04, 4.639e+06, 5.745e+04, 1.256e+06, 1.093e+05, 1.984e+06, 6.517e+00, nan, 1.549e+05, 7.537e+03
2.7026e+10, 3.933e+07, 3.336e+07, 3.547e+07, 5.232e+04, 4.642e+06, 5.746e+04, 1.256e+06, 1.084e+05, 1.984e+06, 6.532e+00, nan, 1.550e+05, 7.560e+03
2.7058e+10, 3.933e+07, 3.336e+07, 3.547e+07, 5.230e+04, 4.644e+06, 5.748e+04, 1.257e+06, 1.056e+05, 1.985e+06, 6.547e+00, nan, 1.550e+05, 7.583e+03
2.7089e+10, 3.933e+07, 3.336e+07, 3.547e+07, 5.232e+04, 4.647e+06, 5.750e+04, 1.255e+06, 1.066e+05, 1.985e+06, 6.562e+00, nan, 1.551e+05, 7.606e+03
2.7121e+10, 3.933e+07, 3.336e+07, 3.547e+07, 5.238e+04, 4.650e+06, 5.752e+04, 1.255e+06, 1.057e+05, 1.986e+06, 6.577e+00, nan, 1.551e+05, 7.629e+03
2.7153e+10, 3.933e+07, 3.336e+07, 3.546e+07, 5.479e+04, 4.653e+06, 5.753e+04, 1.255e+06, 1.048e+05, 1.987e+06, 6.592e+00, nan, 1.552e+05, 7.652e+03
2.7184e+10, 3.933e+07, 3.336e+07, 3.546e+07, 5.487e+04, 4.656e+06, 5.755e+04, 1.253e+06, 1.059e+05, 1.987e+06, 6.608e+00, nan, 1.552e+05, 7.675e+03
2.7216e+10, 3.933e+07, 3.336e+07, 3.546e+07, 5.730e+04, 4.659e+06, 5.757e+04, 1.253e+06, 1.051e+05, 1.988e+06, 6.623e+00, nan, 1.553e+05, 7.698e+03
2.7247e+10, 3.933e+07, 3.336e+07, 3.545e+07, 5.739e+04, 4.662e+06, 5.759e+04, 1.253e+06, 1.044e+05, 1.988e+06, 6.639e+00, nan, 1.553e+05, 7.721e+03
2.7279e+10, 3.933e+07, 3.336e+07, 3.545e+07, 5.748e+04, 4.664e+06, 5.761e+04, 1.253e+06, 1.036e+05, 1.988e+06, 6.654e+00, nan, 1.554e+05, 7.744e+03
2.7310e+10, 3.933e+07, 3.336e+07, 3.545e+07, 5.758e+04, 4.667e+06, 5.762e+04, 1.252e+06, 1.028e+05, 1.989e+06, 6.669e+00, nan, 1.554e+05, 7.767e+03
2.7342e+10, 3.933e+07, 3.336e+07, 3.545e+07, 6.001e+04, 4.670e+06, 5.764e+04, 1.249e+06, 1.059e+05, 1.989e+06, 6.685e+00, nan, 1.555e+05, 7.790e+03
2.7373e+10, 3.933e+07, 3.336e+07, 3.545e+07, 6.010e+04, 4.673e+06, 5.766e+04, 1.246e+06, 1.070e+05, 1.990e+06, 6.700e+00, nan, 1.555e+05, 7.813e+03
2.7405e+10, 3.933e+07, 3.336e+07, 3.544e+07, 6.019e+04, 4.676e+06, 5.768e+04, 1.246e+06, 1.062e+05, 1.990e+06, 6.716e+00, nan, 1.556e+05, 7.836e+03
2.7436e+10, 3.933e+07, 3.336e+07, 3.544e+07, 6.028e+04, 4.679e+06, 5.770e+04, 1.246e+06, 1.054e+05, 1.991e+06, 6.732e+00, nan, 1.556e+05, 7.859e+03
2.7468e+10, 3.933e+07, 3.336e+07, 3.544e+07, 6.037e+04, 4.682e+06, 5.771e+04, 1.246e+06, 1.046e+05, 1.991e+06, 6.747e+00, nan, 1.557e+05, 7.882e+03
2.7499e+10, 3.933e+07, 3.336e+07, 3.544e+07, 6.273e+04, 4.685e+06, 5.773e+04, 1.246e+06, 1.038e+05, 1.992e+06, 6.763e+00, nan, 1.557e+05, 7.904e+03
2.7531e+10, 3.933e+07, 3.336e+07, 3.543e+07, 6.277e+04, 4.689e+06, 5.775e+04, 1.246e+06, 1.030e+05, 1.992e+06, 6.779e+00, nan, 1.558e+05, 7.927e+03
2.7562e+10, 3.933e+07, 3.336e+07, 3.543e+07, 6.281e+04, 4.692e+06, 5.777e+04, 1.244e+06, 1.041e+05, 1.993e+06, 6.795e+00, nan, 1.558e+05, 7.950e+03
2.7594e+10, 3.932e+07, 3.335e+07, 3.543e+07, 6.519e+04, 4.695e+06, 5.778e+04, 1.242e+06, 1.052e+05, 1.993e+06, 6.811e+00, nan, 1.559e+05, 7.973e+03
2.7626e+10, 3.932e+07, 3.335e+07, 3.542e+07, 6.530e+04, 4.699e+06, 5.780e+04, 1.242e+06, 1.044e+05, 1.994e+06, 6.826e+00, nan, 1.559e+05, 7.996e+03
2.7657e+10, 3.932e+07, 3.335e+07, 3.542e+07, 6.570e+04, 4.702e+06, 5.782e+04, 1.240e+06, 1.055e+05, 1.994e+06, 6.842e+00, nan, 1.560e+05, 8.019e+03
2.7689e+10, 3.932e+07, 3.335e+07, 3.542e+07, 6.606e+04, 4.705e+06, 5.784e+04, 1.239e+06, 1.047e+05, 1.995e+06, 6.858e+00, nan, 1.560e+05, 8.042e+03
2.7720e+10, 3.932e+07, 3.335e+07, 3.542e+07, 6.875e+04, 4.709e+06, 5.786e+04, 1.237e+06, 1.059e+05, 1.995e+06, 6.874e+00, nan, 1.561e+05, 8.065e+03
2.7752e+10, 3.932e+07, 3.335e+07, 3.541e+07, 6.908e+04, 4.712e+06, 5.787e+04, 1.237e+06, 1.051e+05, 1.996e+06, 6.890e+00, nan, 1.561e+05, 8.088e+03
2.7783e+10, 3.932e+07, 3.335e+07, 3.542e+07, 6.465e+04, 4.715e+06, 5.789e+04, 1.233e+06, 1.082e+05, 1.996e+06, 6.906e+00, nan, 1.562e+05, 8.111e+03
2.7815e+10, 3.932e+07, 3.335e+07, 3.542e+07, 6.230e+04, 4.718e+06, 5.791e+04, 1.229e+06, 1.113e+05, 1.996e+06, 6.923e+00, nan, 1.563e+05, 8.134e+03
2.7846e+10, 3.932e+07, 3.335e+07, 3.541e+07, 6.226e+04, 4.722e+06, 5.793e+04, 1.231e+06, 1.087e+05, 1.997e+06, 6.939e+00, nan, 1.563e+05, 8.157e+03
2.7878e+10, 3.932e+07, 3.335e+07, 3.541e+07, 6.221e+04, 4.725e+06, 5.795e+04, 1.229e+06, 1.099e+05, 1.997e+06, 6.954e+00, nan, 1.564e+05, 8.180e+03
2.7909e+10, 3.932e+07, 3.335e+07, 3.541e+07, 6.220e+04, 4.728e+06, 5.796e+04, 1.223e+06, 1.149e+05, 1.998e+06, 6.967e+00, nan, 1.564e+05, 8.203e+03
2.7941e+10, 3.932e+07, 3.335e+07, 3.541e+07, 6.222e+04, 4.732e+06, 5.798e+04, 1.223e+06, 1.141e+05, 1.998e+06, 6.983e+00, nan, 1.565e+05, 8.226e+03
2.7972e+10, 3.932e+07, 3.335e+07, 3.541e+07, 6.000e+04, 4.736e+06, 5.800e+04, 1.221e+06, 1.152e+05, 1.998e+06, 6.999e+00, nan, 1.565e+05, 8.249e+03
2.8004e+10, 3.932e+07, 3.335e+07, 3.540e+07, 6.250e+04, 4.739e+06, 5.802e+04, 1.221e+06, 1.145e+05, 1.999e+06, 7.015e+00, nan, 1.566e+05, 8.272e+03
2.8036e+10, 3.932e+07, 3.335e+07, 3.540e+07, 6.254e+04, 4.742e+06, 5.803e+04, 1.221e+06, 1.137e+05, 1.999e+06, 7.032e+00, nan, 1.566e+05, 8.295e+03
2.8067e+10, 3.932e+07, 3.335e+07, 3.540e+07, 6.252e+04, 4.745e+06, 5.805e+04, 1.221e+06, 1.130e+05, 2.000e+06, 7.048e+00, nan, 1.567e+05, 8.318e+03
2.8099e+10, 3.932e+07, 3.335e+07, 3.540e+07, 6.480e+04, 4.748e+06, 5.807e+04, 1.219e+06, 1.141e+05, 2.000e+06, 7.064e+00, nan, 1.567e+05, 8.341e+03
2.8130e+10, 3.932e+07, 3.335e+07, 3.540e+07, 6.471e+04, 4.752e+06, 5.809e+04, 1.217e+06, 1.153e+05, 2.001e+06, 7.081e+00, nan, 1.568e+05, 8.364e+03
2.8162e+10, 3.932e+07, 3.335e+07, 3.539e+07, 6.461e+04, 4.755e+06, 5.811e+04, 1.217e+06, 1.145e+05, 2.001e+06, 7.097e+00, nan, 1.568e+05, 8.387e+03
2.8193e+10, 3.932e+07, 3.335e+07, 3.539e+07, 6.684e+04, 4.758e+06, 5.812e+04, 1.217e+06, 1.138e+05, 2.002e+06, 7.114e+00, nan, 1.569e+05, 8.410e+03
2.8225e+10, 3.932e+07, 3.335e+07, 3.539e+07, 6.678e+04, 4.762e+06, 5.814e+04, 1.217e+06, 1.130e+05, 2.002e+06, 7.130e+00, nan, 1.569e+05, 8.433e+03
2.8256e+10, 3.932e+07, 3.335e+07, 3.539e+07, 6.674e+04, 4.766e+06, 5.816e+04, 1.217e+06, 1.123e+05, 2.003e+06, 7.147e+00, nan, 1.570e+05, 8.456e+03
2.8288e+10, 3.932e+07, 3.335e+07, 3.538e+07, 6.922e+04, 4.769e+06, 5.818e+04, 1.215e+06, 1.134e+05, 2.003e+06, 7.164e+00, nan, 1.570e+05, 8.479e+03
2.8319e+10, 3.932e+07, 3.335e+07, 3.538e+07, 6.922e+04, 4.772e+06, 5.820e+04, 1.215e+06, 1.126e+05, 2.004e+06, 7.180e+00, nan, 1.571e+05, 8.502e+03
2.8351e+10, 3.932e+07, 3.335e+07, 3.538e+07, 6.914e+04, 4.775e+06, 5.821e+04, 1.214e+06, 1.119e+05, 2.004e+06, 7.197e+00, nan, 1.571e+05, 8.525e+03
2.8382e+10, 3.932e+07, 3.335e+07, 3.537e+07, 7.134e+04, 4.778e+06, 5.823e+04, 1.214e+06, 1.111e+05, 2.005e+06, 7.214e+00, nan, 1.572e+05, 8.548e+03
2.8414e+10, 3.932e+07, 3.335e+07, 3.537e+07, 7.117e+04, 4.781e+06, 5.825e+04, 1.214e+06, 1.104e+05, 2.005e+06, 7.231e+00, nan, 1.572e+05, 8.571e+03
2.8446e+10, 3.932e+07, 3.335e+07, 3.537e+07, 7.099e+04, 4.785e+06, 5.827e+04, 1.212e+06, 1.115e+05, 2.006e+06, 7.248e+00, nan, 1.573e+05, 8.594e+03
2.8477e+10, 3.932e+07, 3.335e+07, 3.537e+07, 7.313e+04, 4.788e+06, 5.828e+04, 1.210e+06, 1.127e+05, 2.006e+06, 7.265e+00, nan, 1.573e+05, 8.617e+03
2.8509e+10, 3.932e+07, 3.335e+07, 3.537e+07, 7.296e+04, 4.792e+06, 5.830e+04, 1.208e+06, 1.140e+05, 2.006e+06, 7.282e+00, nan, 1.574e+05, 8.640e+03
2.8540e+10, 3.932e+07, 3.335e+07, 3.536e+07, 7.283e+04, 4.795e+06, 5.832e+04, 1.208e+06, 1.132e+05, 2.007e+06, 7.299e+00, nan, 1.574e+05, 8.662e+03
2.8572e+10, 3.932e+07, 3.335e+07, 3.536e+07, 7.294e+04, 4.798e+06, 5.834e+04, 1.206e+06, 1.145e+05, 2.007e+06, 7.316e+00, nan, 1.575e+05, 8.685e+03
2.8603e+10, 3.932e+07, 3.335e+07, 3.536e+07, 7.293e+04, 4.802e+06, 5.836e+04, 1.206e+06, 1.139e+05, 2.008e+06, 7.333e+00, nan, 1.575e+05, 8.709e+03
2.8635e+10, 3.932e+07, 3.335e+07, 3.536e+07, 7.516e+04, 4.805e+06, 5.837e+04, 1.206e+06, 1.132e+05, 2.008e+06, 7.350e+00, nan, 1.576e+05, 8.732e+03
2.8666e+10, 3.932e+07, 3.335e+07, 3.536e+07, 7.262e+04, 4.808e+06, 5.839e+04, 1.205e+06, 1.126e+05, 2.009e+06, 7.367e+00, nan, 1.576e+05, 8.755e+03
2.8698e+10, 3.932e+07, 3.335e+07, 3.535e+07, 7.471e+04, 4.811e+06, 5.841e+04, 1.205e+06, 1.119e+05, 2.009e+06, 7.384e+00, nan, 1.577e+05, 8.778e+03
2.8729e+10, 3.932e+07, 3.335e+07, 3.535e+07, 7.445e+04, 4.814e+06, 5.843e+04, 1.205e+06, 1.113e+05, 2.009e+06, 7.401e+00, nan, 1.577e+05, 8.801e+03
2.8761e+10, 3.932e+07, 3.335e+07, 3.535e+07, 7.650e+04, 4.818e+06, 5.844e+04, 1.205e+06, 1.106e+05, 2.010e+06, 7.419e+00, nan, 1.578e+05, 8.824e+03
2.8792e+10, 3.932e+07, 3.335e+07, 3.535e+07, 7.625e+04, 4.821e+06, 5.846e+04, 1.205e+06, 1.100e+05, 2.010e+06, 7.436e+00, nan, 1.578e+05, 8.847e+03
2.8824e+10, 3.931e+07, 3.334e+07, 3.534e+07, 7.604e+04, 4.824e+06, 5.848e+04, 1.203e+06, 1.113e+05, 2.011e+06, 7.453e+00, nan, 1.579e+05, 8.870e+03
2.8855e+10, 3.931e+07, 3.334e+07, 3.534e+07, 7.818e+04, 4.828e+06, 5.850e+04, 1.203e+06, 1.107e+05, 2.011e+06, 7.471e+00, nan, 1.580e+05, 8.893e+03
2.8887e+10, 3.931e+07, 3.334e+07, 3.534e+07, 7.812e+04, 4.831e+06, 5.852e+04, 1.203e+06, 1.100e+05, 2.012e+06, 7.488e+00, nan, 1.580e+05, 8.916e+03
2.8919e+10, 3.931e+07, 3.334e+07, 3.534e+07, 7.812e+04, 4.834e+06, 5.853e+04, 1.201e+06, 1.112e+05, 2.012e+06, 7.505e+00, nan, 1.581e+05, 8.939e+03
2.8950e+10, 3.931e+07, 3.334e+07, 3.534e+07, 7.808e+04, 4.837e+06, 5.855e+04, 1.200e+06, 1.106e+05, 2.012e+06, 7.523e+00, nan, 1.581e+05, 8.962e+03
2.8982e+10, 3.931e+07, 3.334e+07, 3.533e+07, 7.799e+04, 4.840e+06, 5.857e+04, 1.200e+06, 1.099e+05, 2.013e+06, 7.540e+00, nan, 1.582e+05, 8.985e+03
2.9013e+10, 3.931e+07, 3.334e+07, 3.533e+07, 8.020e+04, 4.843e+06, 5.859e+04, 1.198e+06, 1.111e+05, 2.013e+06, 7.558e+00, nan, 1.582e+05, 9.008e+03
2.9045e+10, 3.931e+07, 3.334e+07, 3.533e+07, 8.006e+04, 4.846e+06, 5.861e+04, 1.198e+06, 1.105e+05, 2.014e+06, 7.575e+00, nan, 1.583e+05, 9.031e+03
2.9076e+10, 3.931e+07, 3.334e+07, 3.532e+07, 8.457e+04, 4.849e+06, 5.862e+04, 1.198e+06, 1.098e+05, 2.014e+06, 7.593e+00, nan, 1.583e+05, 9.054e+03
2.9108e+10, 3.931e+07, 3.334e+07, 3.532e+07, 8.439e+04, 4.852e+06, 5.864e+04, 1.198e+06, 1.091e+05, 2.015e+06, 7.611e+00, nan, 1.584e+05, 9.077e+03
2.9139e+10, 3.931e+07, 3.334e+07, 3.532e+07, 8.186e+04, 4.855e+06, 5.866e+04, 1.198e+06, 1.084e+05, 2.015e+06, 7.628e+00, nan, 1.584e+05, 9.100e+03
2.9171e+10, 3.931e+07, 3.334e+07, 3.532e+07, 8.165e+04, 4.858e+06, 5.868e+04, 1.198e+06, 1.077e+05, 2.016e+06, 7.646e+00, nan, 1.585e+05, 9.123e+03
2.9202e+10, 3.931e+07, 3.334e+07, 3.532e+07, 8.145e+04, 4.861e+06, 5.870e+04, 1.196e+06, 1.088e+05, 2.016e+06, 7.664e+00, nan, 1.585e+05, 9.146e+03
2.9234e+10, 3.931e+07, 3.334e+07, 3.532e+07, 8.125e+04, 4.864e+06, 5.871e+04, 1.195e+06, 1.081e+05, 2.017e+06, 7.681e+00, nan, 1.586e+05, 9.169e+03
2.9265e+10, 3.931e+07, 3.334e+07, 3.532e+07, 8.105e+04, 4.867e+06, 5.873e+04, 1.195e+06, 1.074e+05, 2.017e+06, 7.699e+00, nan, 1.586e+05, 9.192e+03
2.9297e+10, 3.931e+07, 3.334e+07, 3.531e+07, 8.553e+04, 4.871e+06, 5.875e+04, 1.195e+06, 1.066e+05, 2.018e+06, 7.717e+00, nan, 1.587e+05, 9.215e+03
2.9328e+10, 3.931e+07, 3.334e+07, 3.531e+07, 8.535e+04, 4.874e+06, 5.877e+04, 1.197e+06, 1.039e+05, 2.018e+06, 7.734e+00, nan, 1.587e+05, 9.238e+03
2.9360e+10, 3.931e+07, 3.334e+07, 3.531e+07, 8.520e+04, 4.877e+06, 5.878e+04, 1.197e+06, 1.031e+05, 2.019e+06, 7.750e+00, nan, 1.588e+05, 9.261e+03
2.9392e+10, 3.931e+07, 3.334e+07, 3.531e+07, 8.507e+04, 4.881e+06, 5.880e+04, 1.197e+06, 1.023e+05, 2.020e+06, 7.766e+00, nan, 1.588e+05, 9.284e+03
