# t [s], p1 [Pa], p2 [Pa], mobA [kg], immA [kg], dissA [kg], sealA [kg], mobB [kg], immB [kg], dissB [kg], sealB [kg], mC [m^2], sealTot [kg], boundary [kg]
1.7219e+10, 3.942e+07, 3.345e+07, 3.592e+07, 3.732e+04, 3.678e+06, 5.187e+04, 1.668e+06, 1.089e+05, 1.939e+06, 2.967e+00, nan, 1.383e+05, 9.980e+02
1.7250e+10, 3.942e+07, 3.345e+07, 3.592e+07, 3.728e+04, 3.682e+06, 5.189e+04, 1.666e+06, 1.095e+05, 1.939e+06, 2.977e+00, nan, 1.384e+05, 1.014e+03
1.7282e+10, 3.942e+07, 3.345e+07, 3.592e+07, 3.725e+04, 3.686e+06, 5.191e+04, 1.667e+06, 1.057e+05, 1.939e+06, 2.986e+00, nan, 1.385e+05, 1.029e+03
1.7313e+10, 3.942e+07, 3.345e+07, 3.592e+07, 3.721e+04, 3.689e+06, 5.193e+04, 1.667e+06, 1.038e+05, 1.939e+06, 2.995e+00, nan, 1.385e+05, 1.045e+03
1.7345e+10, 3.942e+07, 3.345e+07, 3.592e+07, 3.719e+04, 3.693e+06, 5.194e+04, 1.658e+06, 1.110e+05, 1.939e+06, 3.004e+00, nan, 1.386e+05, 1.061e+03
1.7376e+10, 3.942e+07, 3.345e+07, 3.592e+07, 3.717e+04, 3.697e+06, 5.196e+04, 1.658e+06, 1.090e+05, 1.939e+06, 3.014e+00, nan, 1.386e+05, 1.077e+03
1.7408e+10, 3.942e+07, 3.345e+07, 3.592e+07, 3.714e+04, 3.700e+06, 5.198e+04, 1.658e+06, 1.071e+05, 1.939e+06, 3.024e+00, nan, 1.387e+05, 1.093e+03
1.7439e+10, 3.942e+07, 3.345e+07, 3.592e+07, 3.712e+04, 3.704e+06, 5.200e+04, 1.653e+06, 1.095e+05, 1.940e+06, 3.033e+00, nan, 1.387e+05, 1.109e+03
1.7471e+10, 3.942e+07, 3.345e+07, 3.591e+07, 3.710e+04, 3.707e+06, 5.201e+04, 1.649e+06, 1.120e+05, 1.940e+06, 3.043e+00, nan, 1.388e+05, 1.126e+03
1.7502e+10, 3.942e+07, 3.345e+07, 3.591e+07, 3.707e+04, 3.711e+06, 5.203e+04, 1.648e+06, 1.102e+05, 1.940e+06, 3.053e+00, nan, 1.388e+05, 1.142e+03
1.7534e+10, 3.942e+07, 3.345e+07, 3.591e+07, 3.705e+04, 3.714e+06, 5.205e+04, 1.646e+06, 1.103e+05, 1.940e+06, 3.063e+00, nan, 1.389e+05, 1.158e+03
1.7566e+10, 3.942e+07, 3.345e+07, 3.591e+07, 3.702e+04, 3.718e+06, 5.207e+04, 1.642e+06, 1.128e+05, 1.940e+06, 3.073e+00, nan, 1.390e+05, 1.175e+03
1.7597e+10, 3.942e+07, 3.345e+07, 3.591e+07, 3.699e+04, 3.721e+06, 5.209e+04, 1.641e+06, 1.111e+05, 1.940e+06, 3.083e+00, nan, 1.390e+05, 1.191e+03
1.7629e+10, 3.942e+07, 3.345e+07, 3.591e+07, 3.697e+04, 3.725e+06, 5.210e+04, 1.641e+06, 1.095e+05, 1.940e+06, 3.092e+00, nan, 1.391e+05, 1.208e+03
1.7660e+10, 3.942e+07, 3.345e+07, 3.591e+07, 3.694e+04, 3.728e+06, 5.212e+04, 1.636e+06, 1.122e+05, 1.940e+06, 3.102e+00, nan, 1.391e+05, 1.224e+03
1.7692e+10, 3.942e+07, 3.345e+07, 3.591e+07, 3.692e+04, 3.732e+06, 5.214e+04, 1.636e+06, 1.106e+05, 1.940e+06, 3.112e+00, nan, 1.392e+05, 1.241e+03
1.7723e+10, 3.942e+07, 3.345e+07, 3.590e+07, 3.690e+04, 3.735e+06, 5.216e+04, 1.636e+06, 1.091e+05, 1.940e+06, 3.122e+00, nan, 1.392e+05, 1.257e+03
1.7755e+10, 3.942e+07, 3.345e+07, 3.590e+07, 3.689e+04, 3.739e+06, 5.218e+04, 1.629e+06, 1.143e+05, 1.940e+06, 3.132e+00, nan, 1.393e+05, 1.274e+03
1.7786e+10, 3.942e+07, 3.345e+07, 3.590e+07, 3.688e+04, 3.742e+06, 5.219e+04, 1.627e+06, 1.147e+05, 1.940e+06, 3.142e+00, nan, 1.393e+05, 1.291e+03
1.7818e+10, 3.942e+07, 3.345e+07, 3.590e+07, 3.688e+04, 3.746e+06, 5.221e+04, 1.624e+06, 1.155e+05, 1.939e+06, 3.152e+00, nan, 1.394e+05, 1.308e+03
1.7849e+10, 3.942e+07, 3.345e+07, 3.590e+07, 3.688e+04, 3.749e+06, 5.223e+04, 1.622e+06, 1.159e+05, 1.939e+06, 3.162e+00, nan, 1.394e+05, 1.325e+03
1.7881e+10, 3.942e+07, 3.344e+07, 3.590e+07, 3.920e+04, 3.753e+06, 5.225e+04, 1.619e+06, 1.167e+05, 1.939e+06, 3.170e+00, nan, 1.395e+05, 1.342e+03
1.7913e+10, 3.942e+07, 3.344e+07, 3.590e+07, 3.919e+04, 3.756e+06, 5.227e+04, 1.615e+06, 1.192e+05, 1.939e+06, 3.179e+00, nan, 1.396e+05, 1.359e+03
1.7944e+10, 3.941e+07, 3.344e+07, 3.589e+07, 3.919e+04, 3.760e+06, 5.228e+04, 1.612e+06, 1.199e+05, 1.939e+06, 3.189e+00, nan, 1.396e+05, 1.376e+03
1.7976e+10, 3.941e+07, 3.344e+07, 3.589e+07, 3.920e+04, 3.763e+06, 5.230e+04, 1.612e+06, 1.181e+05, 1.939e+06, 3.199e+00, nan, 1.397e+05, 1.393e+03
1.8007e+10, 3.941e+07, 3.344e+07, 3.589e+07, 3.924e+04, 3.767e+06, 5.232e+04, 1.612e+06, 1.163e+05, 1.939e+06, 3.209e+00, nan, 1.397e+05, 1.411e+03
1.8039e+10, 3.941e+07, 3.344e+07, 3.589e+07, 3.929e+04, 3.770e+06, 5.234e+04, 1.609e+06, 1.171e+05, 1.939e+06, 3.219e+00, nan, 1.398e+05, 1.428e+03
1.8070e+10, 3.941e+07, 3.344e+07, 3.589e+07, 3.935e+04, 3.774e+06, 5.235e+04, 1.603e+06, 1.223e+05, 1.939e+06, 3.229e+00, nan, 1.398e+05, 1.445e+03
1.8102e+10, 3.941e+07, 3.344e+07, 3.589e+07, 3.944e+04, 3.777e+06, 5.237e+04, 1.596e+06, 1.271e+05, 1.939e+06, 3.239e+00, nan, 1.399e+05, 1.463e+03
1.8133e+10, 3.941e+07, 3.344e+07, 3.589e+07, 3.721e+04, 3.781e+06, 5.239e+04, 1.594e+06, 1.275e+05, 1.939e+06, 3.249e+00, nan, 1.399e+05, 1.480e+03
1.8165e+10, 3.941e+07, 3.344e+07, 3.589e+07, 3.730e+04, 3.784e+06, 5.241e+04, 1.594e+06, 1.260e+05, 1.939e+06, 3.259e+00, nan, 1.400e+05, 1.498e+03
1.8196e+10, 3.941e+07, 3.344e+07, 3.589e+07, 3.742e+04, 3.787e+06, 5.243e+04, 1.591e+06, 1.264e+05, 1.938e+06, 3.269e+00, nan, 1.400e+05, 1.515e+03
1.8228e+10, 3.941e+07, 3.344e+07, 3.588e+07, 3.752e+04, 3.791e+06, 5.244e+04, 1.591e+06, 1.249e+05, 1.938e+06, 3.279e+00, nan, 1.401e+05, 1.533e+03
1.8259e+10, 3.941e+07, 3.344e+07, 3.588e+07, 3.996e+04, 3.795e+06, 5.246e+04, 1.591e+06, 1.234e+05, 1.938e+06, 3.289e+00, nan, 1.402e+05, 1.551e+03
1.8291e+10, 3.941e+07, 3.344e+07, 3.588e+07, 4.009e+04, 3.798e+06, 5.248e+04, 1.589e+06, 1.238e+05, 1.938e+06, 3.299e+00, nan, 1.402e+05, 1.568e+03
1.8322e+10, 3.941e+07, 3.344e+07, 3.588e+07, 4.025e+04, 3.802e+06, 5.250e+04, 1.588e+06, 1.222e+05, 1.938e+06, 3.309e+00, nan, 1.403e+05, 1.586e+03
1.8354e+10, 3.941e+07, 3.344e+07, 3.588e+07, 4.042e+04, 3.805e+06, 5.252e+04, 1.586e+06, 1.231e+05, 1.938e+06, 3.319e+00, nan, 1.403e+05, 1.604e+03
1.8386e+10, 3.941e+07, 3.344e+07, 3.587e+07, 4.062e+04, 3.809e+06, 5.253e+04, 1.584e+06, 1.235e+05, 1.938e+06, 3.329e+00, nan, 1.404e+05, 1.622e+03
1.8417e+10, 3.941e+07, 3.344e+07, 3.587e+07, 4.084e+04, 3.812e+06, 5.255e+04, 1.581e+06, 1.243e+05, 1.938e+06, 3.339e+00, nan, 1.404e+05, 1.640e+03
1.8449e+10, 3.941e+07, 3.344e+07, 3.587e+07, 4.105e+04, 3.816e+06, 5.257e+04, 1.580e+06, 1.237e+05, 1.938e+06, 3.349e+00, nan, 1.405e+05, 1.658e+03
1.8480e+10, 3.941e+07, 3.344e+07, 3.587e+07, 4.124e+04, 3.820e+06, 5.259e+04, 1.581e+06, 1.201e+05, 1.938e+06, 3.359e+00, nan, 1.405e+05, 1.676e+03
1.8512e+10, 3.941e+07, 3.344e+07, 3.587e+07, 4.141e+04, 3.823e+06, 5.261e+04, 1.581e+06, 1.183e+05, 1.938e+06, 3.368e+00, nan, 1.406e+05, 1.694e+03
1.8543e+10, 3.941e+07, 3.344e+07, 3.586e+07, 4.158e+04, 3.828e+06, 5.262e+04, 1.577e+06, 1.208e+05, 1.939e+06, 3.378e+00, nan, 1.406e+05, 1.712e+03
1.8575e+10, 3.941e+07, 3.344e+07, 3.586e+07, 4.213e+04, 3.831e+06, 5.264e+04, 1.577e+06, 1.191e+05, 1.939e+06, 3.388e+00, nan, 1.407e+05, 1.730e+03
1.8606e+10, 3.941e+07, 3.344e+07, 3.586e+07, 4.498e+04, 3.835e+06, 5.266e+04, 1.574e+06, 1.198e+05, 1.939e+06, 3.398e+00, nan, 1.408e+05, 1.748e+03
1.8638e+10, 3.941e+07, 3.344e+07, 3.586e+07, 4.535e+04, 3.839e+06, 5.268e+04, 1.574e+06, 1.182e+05, 1.939e+06, 3.408e+00, nan, 1.408e+05, 1.767e+03
1.8669e+10, 3.941e+07, 3.344e+07, 3.585e+07, 4.583e+04, 3.843e+06, 5.269e+04, 1.572e+06, 1.184e+05, 1.939e+06, 3.418e+00, nan, 1.409e+05, 1.785e+03
1.8701e+10, 3.941e+07, 3.344e+07, 3.585e+07, 4.675e+04, 3.846e+06, 5.271e+04, 1.569e+06, 1.192e+05, 1.939e+06, 3.428e+00, nan, 1.409e+05, 1.803e+03
1.8732e+10, 3.941e+07, 3.344e+07, 3.585e+07, 4.756e+04, 3.849e+06, 5.273e+04, 1.569e+06, 1.175e+05, 1.939e+06, 3.438e+00, nan, 1.410e+05, 1.822e+03
1.8764e+10, 3.941e+07, 3.343e+07, 3.585e+07, 4.594e+04, 3.853e+06, 5.275e+04, 1.563e+06, 1.216e+05, 1.939e+06, 3.448e+00, nan, 1.410e+05, 1.840e+03
1.8795e+10, 3.941e+07, 3.343e+07, 3.585e+07, 4.656e+04, 3.856e+06, 5.277e+04, 1.557e+06, 1.257e+05, 1.939e+06, 3.458e+00, nan, 1.411e+05, 1.859e+03
1.8827e+10, 3.940e+07, 3.343e+07, 3.585e+07, 4.241e+04, 3.859e+06, 5.278e+04, 1.557e+06, 1.241e+05, 1.939e+06, 3.469e+00, nan, 1.411e+05, 1.877e+03
1.8859e+10, 3.940e+07, 3.343e+07, 3.586e+07, 3.567e+04, 3.862e+06, 5.280e+04, 1.557e+06, 1.226e+05, 1.939e+06, 3.479e+00, nan, 1.412e+05, 1.896e+03
1.8890e+10, 3.940e+07, 3.343e+07, 3.586e+07, 3.583e+04, 3.866e+06, 5.282e+04, 1.556e+06, 1.211e+05, 1.939e+06, 3.489e+00, nan, 1.412e+05, 1.915e+03
1.8922e+10, 3.940e+07, 3.343e+07, 3.585e+07, 3.599e+04, 3.869e+06, 5.284e+04, 1.554e+06, 1.216e+05, 1.939e+06, 3.499e+00, nan, 1.413e+05, 1.933e+03
1.8953e+10, 3.940e+07, 3.343e+07, 3.585e+07, 3.614e+04, 3.872e+06, 5.286e+04, 1.552e+06, 1.220e+05, 1.939e+06, 3.510e+00, nan, 1.414e+05, 1.952e+03
1.8985e+10, 3.940e+07, 3.343e+07, 3.585e+07, 3.630e+04, 3.875e+06, 5.287e+04, 1.552e+06, 1.205e+05, 1.939e+06, 3.520e+00, nan, 1.414e+05, 1.971e+03
1.9016e+10, 3.940e+07, 3.343e+07, 3.585e+07, 3.410e+04, 3.879e+06, 5.289e+04, 1.549e+06, 1.215e+05, 1.939e+06, 3.530e+00, nan, 1.415e+05, 1.990e+03
1.9048e+10, 3.940e+07, 3.343e+07, 3.585e+07, 3.421e+04, 3.882e+06, 5.291e+04, 1.545e+06, 1.244e+05, 1.939e+06, 3.540e+00, nan, 1.415e+05, 2.009e+03
1.9079e+10, 3.940e+07, 3.343e+07, 3.585e+07, 3.432e+04, 3.885e+06, 5.293e+04, 1.542e+06, 1.255e+05, 1.939e+06, 3.551e+00, nan, 1.416e+05, 2.027e+03
1.9111e+10, 3.940e+07, 3.343e+07, 3.585e+07, 3.444e+04, 3.889e+06, 5.295e+04, 1.540e+06, 1.260e+05, 1.939e+06, 3.561e+00, nan, 1.416e+05, 2.046e+03
1.9142e+10, 3.940e+07, 3.343e+07, 3.585e+07, 3.457e+04, 3.892e+06, 5.296e+04, 1.533e+06, 1.314e+05, 1.938e+06, 3.571e+00, nan, 1.417e+05, 2.066e+03
1.9174e+10, 3.940e+07, 3.343e+07, 3.584e+07, 3.703e+04, 3.895e+06, 5.298e+04, 1.531e+06, 1.319e+05, 1.938e+06, 3.579e+00, nan, 1.417e+05, 2.085e+03
1.9205e+10, 3.940e+07, 3.343e+07, 3.584e+07, 3.715e+04, 3.899e+06, 5.300e+04, 1.527e+06, 1.343e+05, 1.938e+06, 3.589e+00, nan, 1.418e+05, 2.104e+03
1.9237e+10, 3.940e+07, 3.343e+07, 3.584e+07, 3.961e+04, 3.902e+06, 5.302e+04, 1.525e+06, 1.347e+05, 1.938e+06, 3.600e+00, nan, 1.418e+05, 2.123e+03
1.9269e+10, 3.940e+07, 3.343e+07, 3.584e+07, 3.734e+04, 3.905e+06, 5.303e+04, 1.523e+06, 1.350e+05, 1.938e+06, 3.610e+00, nan, 1.419e+05, 2.142e+03
1.9300e+10, 3.940e+07, 3.343e+07, 3.584e+07, 3.505e+04, 3.909e+06, 5.305e+04, 1.523e+06, 1.335e+05, 1.938e+06, 3.620e+00, nan, 1.420e+05, 2.161e+03
1.9332e+10, 3.940e+07, 3.343e+07, 3.584e+07, 3.511e+04, 3.913e+06, 5.307e+04, 1.523e+06, 1.319e+05, 1.938e+06, 3.630e+00, nan, 1.420e+05, 2.180e+03
1.9363e+10, 3.940e+07, 3.343e+07, 3.583e+07, 3.521e+04, 3.917e+06, 5.309e+04, 1.518e+06, 1.346e+05, 1.938e+06, 3.641e+00, nan, 1.421e+05, 2.200e+03
1.9395e+10, 3.940e+07, 3.343e+07, 3.583e+07, 3.553e+04, 3.920e+06, 5.311e+04, 1.518e+06, 1.330e+05, 1.938e+06, 3.651e+00, nan, 1.421e+05, 2.219e+03
1.9426e+10, 3.940e+07, 3.343e+07, 3.583e+07, 3.576e+04, 3.923e+06, 5.312e+04, 1.516e+06, 1.333e+05, 1.938e+06, 3.661e+00, nan, 1.422e+05, 2.238e+03
1.9458e+10, 3.940e+07, 3.343e+07, 3.583e+07, 3.351e+04, 3.927e+06, 5.314e+04, 1.514e+06, 1.337e+05, 1.939e+06, 3.671e+00, nan, 1.422e+05, 2.258e+03
1.9489e+10, 3.940e+07, 3.343e+07, 3.583e+07, 3.356e+04, 3.930e+06, 5.316e+04, 1.509e+06, 1.364e+05, 1.939e+06, 3.682e+00, nan, 1.423e+05, 2.277e+03
1.9521e+10, 3.940e+07, 3.343e+07, 3.583e+07, 3.360e+04, 3.934e+06, 5.318e+04, 1.509e+06, 1.350e+05, 1.939e+06, 3.692e+00, nan, 1.423e+05, 2.297e+03
1.9552e+10, 3.940e+07, 3.343e+07, 3.583e+07, 3.363e+04, 3.937e+06, 5.320e+04, 1.507e+06, 1.355e+05, 1.939e+06, 3.703e+00, nan, 1.424e+05, 2.316e+03
1.9584e+10, 3.940e+07, 3.343e+07, 3.583e+07, 3.366e+04, 3.940e+06, 5.321e+04, 1.507e+06, 1.341e+05, 1.939e+06, 3.713e+00, nan, 1.424e+05, 2.336e+03
1.9615e+10, 3.940e+07, 3.343e+07, 3.582e+07, 3.601e+04, 3.944e+06, 5.323e+04, 1.506e+06, 1.327e+05, 1.939e+06, 3.724e+00, nan, 1.425e+05, 2.355e+03
1.9647e+10, 3.940e+07, 3.342e+07, 3.582e+07, 3.603e+04, 3.947e+06, 5.325e+04, 1.506e+06, 1.313e+05, 1.939e+06, 3.734e+00, nan, 1.426e+05, 2.375e+03
1.9678e+10, 3.940e+07, 3.342e+07, 3.582e+07, 3.602e+04, 3.951e+06, 5.327e+04, 1.499e+06, 1.371e+05, 1.939e+06, 3.744e+00, nan, 1.426e+05, 2.395e+03
1.9710e+10, 3.939e+07, 3.342e+07, 3.582e+07, 3.604e+04, 3.955e+06, 5.329e+04, 1.498e+06, 1.357e+05, 1.939e+06, 3.755e+00, nan, 1.427e+05, 2.414e+03
1.9742e+10, 3.939e+07, 3.342e+07, 3.582e+07, 3.369e+04, 3.959e+06, 5.330e+04, 1.496e+06, 1.362e+05, 1.939e+06, 3.765e+00, nan, 1.427e+05, 2.434e+03
1.9773e+10, 3.939e+07, 3.342e+07, 3.582e+07, 3.375e+04, 3.963e+06, 5.332e+04, 1.490e+06, 1.411e+05, 1.939e+06, 3.776e+00, nan, 1.428e+05, 2.454e+03
1.9805e+10, 3.939e+07, 3.342e+07, 3.581e+07, 3.401e+04, 3.966e+06, 5.334e+04, 1.486e+06, 1.436e+05, 1.939e+06, 3.786e+00, nan, 1.428e+05, 2.474e+03
1.9836e+10, 3.939e+07, 3.342e+07, 3.581e+07, 3.415e+04, 3.969e+06, 5.336e+04, 1.486e+06, 1.422e+05, 1.939e+06, 3.797e+00, nan, 1.429e+05, 2.493e+03
1.9868e+10, 3.939e+07, 3.342e+07, 3.581e+07, 3.421e+04, 3.973e+06, 5.338e+04, 1.484e+06, 1.426e+05, 1.939e+06, 3.805e+00, nan, 1.429e+05, 2.513e+03
1.9899e+10, 3.939e+07, 3.342e+07, 3.581e+07, 3.424e+04, 3.977e+06, 5.339e+04, 1.481e+06, 1.435e+05, 1.939e+06, 3.815e+00, nan, 1.430e+05, 2.533e+03
1.9931e+10, 3.939e+07, 3.342e+07, 3.581e+07, 3.427e+04, 3.980e+06, 5.341e+04, 1.479e+06, 1.440e+05, 1.939e+06, 3.826e+00, nan, 1.430e+05, 2.553e+03
1.9962e+10, 3.939e+07, 3.342e+07, 3.581e+07, 3.436e+04, 3.984e+06, 5.343e+04, 1.479e+06, 1.425e+05, 1.939e+06, 3.836e+00, nan, 1.431e+05, 2.573e+03
1.9994e+10, 3.939e+07, 3.342e+07, 3.580e+07, 3.712e+04, 3.988e+06, 5.345e+04, 1.476e+06, 1.433e+05, 1.939e+06, 3.846e+00, nan, 1.432e+05, 2.593e+03
2.0025e+10, 3.939e+07, 3.342e+07, 3.580e+07, 3.735e+04, 3.992e+06, 5.347e+04, 1.474e+06, 1.443e+05, 1.939e+06, 3.857e+00, nan, 1.432e+05, 2.613e+03
2.0057e+10, 3.939e+07, 3.342e+07, 3.579e+07, 3.980e+04, 3.996e+06, 5.348e+04, 1.473e+06, 1.435e+05, 1.939e+06, 3.867e+00, nan, 1.433e+05, 2.633e+03
2.0088e+10, 3.939e+07, 3.342e+07, 3.580e+07, 3.811e+04, 3.999e+06, 5.350e+04, 1.470e+06, 1.444e+05, 1.939e+06, 3.878e+00, nan, 1.433e+05, 2.653e+03
2.0120e+10, 3.939e+07, 3.342e+07, 3.579e+07, 3.867e+04, 4.002e+06, 5.352e+04, 1.470e+06, 1.430e+05, 1.939e+06, 3.888e+00, nan, 1.434e+05, 2.674e+03
2.0152e+10, 3.939e+07, 3.342e+07, 3.579e+07, 3.911e+04, 4.005e+06, 5.354e+04, 1.470e+06, 1.415e+05, 1.939e+06, 3.899e+00, nan, 1.434e+05, 2.694e+03
2.0183e+10, 3.939e+07, 3.342e+07, 3.579e+07, 3.947e+04, 4.008e+06, 5.356e+04, 1.467e+06, 1.424e+05, 1.940e+06, 3.910e+00, nan, 1.435e+05, 2.714e+03
2.0215e+10, 3.939e+07, 3.342e+07, 3.579e+07, 3.977e+04, 4.011e+06, 5.357e+04, 1.467e+06, 1.409e+05, 1.940e+06, 3.920e+00, nan, 1.435e+05, 2.734e+03
2.0246e+10, 3.939e+07, 3.342e+07, 3.579e+07, 4.004e+04, 4.015e+06, 5.359e+04, 1.467e+06, 1.396e+05, 1.940e+06, 3.931e+00, nan, 1.436e+05, 2.755e+03
2.0278e+10, 3.939e+07, 3.342e+07, 3.579e+07, 4.026e+04, 4.018e+06, 5.361e+04, 1.467e+06, 1.383e+05, 1.940e+06, 3.941e+00, nan, 1.436e+05, 2.775e+03
2.0309e+10, 3.939e+07, 3.342e+07, 3.578e+07, 4.047e+04, 4.021e+06, 5.363e+04, 1.465e+06, 1.389e+05, 1.940e+06, 3.952e+00, nan, 1.437e+05, 2.795e+03
2.0341e+10, 3.939e+07, 3.342e+07, 3.578e+07, 4.066e+04, 4.024e+06, 5.365e+04, 1.461e+06, 1.414e+05, 1.940e+06, 3.963e+00, nan, 1.437e+05, 2.816e+03
2.0372e+10, 3.939e+07, 3.342e+07, 3.578e+07, 4.318e+04, 4.027e+06, 5.366e+04, 1.458e+06, 1.424e+05, 1.940e+06, 3.973e+00, nan, 1.438e+05, 2.836e+03
2.0404e+10, 3.939e+07, 3.342e+07, 3.578e+07, 4.335e+04, 4.030e+06, 5.368e+04, 1.456e+06, 1.429e+05, 1.940e+06, 3.984e+00, nan, 1.439e+05, 2.857e+03
2.0435e+10, 3.939e+07, 3.342e+07, 3.578e+07, 4.118e+04, 4.033e+06, 5.370e+04, 1.456e+06, 1.415e+05, 1.940e+06, 3.995e+00, nan, 1.439e+05, 2.877e+03
2.0467e+10, 3.939e+07, 3.342e+07, 3.578e+07, 4.131e+04, 4.036e+06, 5.372e+04, 1.455e+06, 1.401e+05, 1.940e+06, 4.005e+00, nan, 1.440e+05, 2.898e+03
2.0498e+10, 3.939e+07, 3.342e+07, 3.578e+07, 4.146e+04, 4.040e+06, 5.374e+04, 1.453e+06, 1.411e+05, 1.941e+06, 4.016e+00, nan, 1.440e+05, 2.919e+03
2.0530e+10, 3.939e+07, 3.342e+07, 3.577e+07, 4.161e+04, 4.043e+06, 5.375e+04, 1.453e+06, 1.398e+05, 1.941e+06, 4.027e+00, nan, 1.441e+05, 2.939e+03
2.0562e+10, 3.939e+07, 3.341e+07, 3.577e+07, 4.178e+04, 4.046e+06, 5.377e+04, 1.452e+06, 1.385e+05, 1.941e+06, 4.037e+00, nan, 1.441e+05, 2.960e+03
2.0593e+10, 3.939e+07, 3.341e+07, 3.577e+07, 4.430e+04, 4.049e+06, 5.379e+04, 1.452e+06, 1.372e+05, 1.941e+06, 4.048e+00, nan, 1.442e+05, 2.981e+03
2.0625e+10, 3.938e+07, 3.341e+07, 3.577e+07, 4.448e+04, 4.052e+06, 5.381e+04, 1.449e+06, 1.387e+05, 1.941e+06, 4.056e+00, nan, 1.442e+05, 3.002e+03
2.0656e+10, 3.938e+07, 3.341e+07, 3.577e+07, 4.468e+04, 4.055e+06, 5.383e+04, 1.447e+06, 1.397e+05, 1.941e+06, 4.067e+00, nan, 1.443e+05, 3.022e+03
2.0688e+10, 3.938e+07, 3.341e+07, 3.576e+07, 4.488e+04, 4.059e+06, 5.384e+04, 1.447e+06, 1.383e+05, 1.941e+06, 4.078e+00, nan, 1.443e+05, 3.043e+03
2.0719e+10, 3.938e+07, 3.341e+07, 3.576e+07, 4.510e+04, 4.062e+06, 5.386e+04, 1.441e+06, 1.422e+05, 1.941e+06, 4.088e+00, nan, 1.444e+05, 3.064e+03
2.0751e+10, 3.938e+07, 3.341e+07, 3.576e+07, 4.533e+04, 4.065e+06, 5.388e+04, 1.437e+06, 1.453e+05, 1.941e+06, 4.099e+00, nan, 1.444e+05, 3.085e+03
2.0782e+10, 3.938e+07, 3.341e+07, 3.576e+07, 4.791e+04, 4.069e+06, 5.390e+04, 1.432e+06, 1.488e+05, 1.941e+06, 4.110e+00, nan, 1.445e+05, 3.106e+03
2.0814e+10, 3.938e+07, 3.341e+07, 3.576e+07, 4.344e+04, 4.072e+06, 5.392e+04, 1.429e+06, 1.500e+05, 1.941e+06, 4.120e+00, nan, 1.446e+05, 3.127e+03
2.0845e+10, 3.938e+07, 3.341e+07, 3.576e+07, 4.366e+04, 4.076e+06, 5.393e+04, 1.424e+06, 1.541e+05, 1.941e+06, 4.131e+00, nan, 1.446e+05, 3.148e+03
2.0877e+10, 3.938e+07, 3.341e+07, 3.576e+07, 4.397e+04, 4.079e+06, 5.395e+04, 1.419e+06, 1.581e+05, 1.941e+06, 4.142e+00, nan, 1.447e+05, 3.169e+03
2.0908e+10, 3.938e+07, 3.341e+07, 3.575e+07, 4.448e+04, 4.083e+06, 5.397e+04, 1.416e+06, 1.596e+05, 1.941e+06, 4.153e+00, nan, 1.447e+05, 3.190e+03
2.0940e+10, 3.938e+07, 3.341e+07, 3.575e+07, 4.255e+04, 4.086e+06, 5.399e+04, 1.416e+06, 1.584e+05, 1.940e+06, 4.163e+00, nan, 1.448e+05, 3.211e+03
2.0971e+10, 3.938e+07, 3.341e+07, 3.575e+07, 4.516e+04, 4.089e+06, 5.401e+04, 1.416e+06, 1.573e+05, 1.941e+06, 4.174e+00, nan, 1.448e+05, 3.232e+03
2.1003e+10, 3.938e+07, 3.341e+07, 3.575e+07, 4.539e+04, 4.092e+06, 5.402e+04, 1.415e+06, 1.562e+05, 1.940e+06, 4.185e+00, nan, 1.449e+05, 3.253e+03
2.1035e+10, 3.938e+07, 3.341e+07, 3.575e+07, 4.559e+04, 4.096e+06, 5.404e+04, 1.415e+06, 1.551e+05, 1.940e+06, 4.196e+00, nan, 1.449e+05, 3.274e+03
2.1066e+10, 3.938e+07, 3.341e+07, 3.575e+07, 4.578e+04, 4.099e+06, 5.406e+04, 1.415e+06, 1.540e+05, 1.940e+06, 4.207e+00, nan, 1.450e+05, 3.295e+03
2.1098e+10, 3.938e+07, 3.341e+07, 3.575e+07, 4.361e+04, 4.103e+06, 5.408e+04, 1.415e+06, 1.530e+05, 1.940e+06, 4.218e+00, nan, 1.450e+05, 3.316e+03
2.1129e+10, 3.938e+07, 3.341e+07, 3.574e+07, 4.374e+04, 4.106e+06, 5.410e+04, 1.412e+06, 1.544e+05, 1.940e+06, 4.229e+00, nan, 1.451e+05, 3.338e+03
2.1161e+10, 3.938e+07, 3.341e+07, 3.574e+07, 4.400e+04, 4.110e+06, 5.411e+04, 1.412e+06, 1.534e+05, 1.940e+06, 4.240e+00, nan, 1.451e+05, 3.359e+03
2.1192e+10, 3.938e+07, 3.341e+07, 3.574e+07, 4.439e+04, 4.113e+06, 5.413e+04, 1.410e+06, 1.542e+05, 1.940e+06, 4.251e+00, nan, 1.452e+05, 3.380e+03
2.1224e+10, 3.938e+07, 3.341e+07, 3.574e+07, 4.699e+04, 4.117e+06, 5.415e+04, 1.410e+06, 1.532e+05, 1.940e+06, 4.261e+00, nan, 1.452e+05, 3.401e+03
2.1255e+10, 3.938e+07, 3.341e+07, 3.573e+07, 4.717e+04, 4.121e+06, 5.417e+04, 1.409e+06, 1.522e+05, 1.940e+06, 4.272e+00, nan, 1.453e+05, 3.423e+03
